text,label_address,label_voda,label_risk
changing bank details and phone number. children's services aware. avoid in-person appointments where possible,0,1,0
banana pancake recpie plz,0,0,0
Meeting at iapt; training course booked.,0,0,0
Harbour support worker present; liaising with social worker. use alternate phone for contact; safe accommodation,0,1,0
No safeguarding concerns disclosed. hosuing application in progress,0,0,0
73 Graham summit,1,0,0
"Flat 4, Cornwall Court",1,0,0
Studio 28M,1,0,0
someone threatened me and i’m afraid to leave the house,0,0,1
I Fevl Like I Might Hur tMyself,0,0,1
risk assessed as medium; police report filed; no third-party disclosures allowed; DV,0,1,0
partner threatens me when drunk,0,1,0
Moved to women's refuge. Safety plan with IDVA in place; use alternatep hone for contact; coercive control,0,1,0
"Wayside, Ivy Terrace",1,0,0
Need help accessing emergency funds,0,1,0
Contacted Care Leavers Team for advice re CV updated.,0,0,0
Hestia support worker present; no contact with ex-partner. do not disclose details to previous partner; do not disclose details to previous partner,0,1,0
Currently in temporary accommodation; use alternate phone for contact.,0,1,0
i nyed a safe place urgentyl,0,0,1
"Pimroes Huose, Cambridge Crescent",1,0,0
sleeping rough and it's freezing ...,0,0,1
Sleeping Rough And It'S ireezing,0,0,1
"Springfield, Rose vtzeat",1,0,0
"Srpingfield, Strand Avenae",1,0,0
"ROOM 272, 526C BRIDGE TERRACE",1,0,0
someone threatened me and im afraxd to leuve the house ?,0,0,1
"WAYSIDE, WILLOW AGTE",1,0,0
Currently in sanctuary scheme (staying put); no third-party disclosures allowed.; perpetrator,0,1,0
Meeting at Shelter; CV updated.; support worker updated,0,0,0
Meeting at IAPT; training course booked.,0,0,0
partner monitors where I go,0,1,0
Currently in temporary accommodation; do not disclose deatils to previous partner.; perpetrator,0,1,0
888 Hunter fields,1,0,0
no third-party disclosures allowed. Working with Women's Aid; support plan agreed.,0,1,0
i need emergency accommodation tonight !,0,0,1
Police involved; restraining order in progress. avoid in-person appointments where possible,0,1,0
SLEEPNG ROUGH AND IT'SpFREEZING,0,0,1
639A Strand Gzte,1,0,0
NFA; support worker updated,0,0,0
"hillcrest, oak close",1,0,0
"flat 62y, 264b deptford grove",1,0,0
Currently in sanctuary scheme (staying put); use alternate phone for contact.,0,1,0
"lct 21a, 19 BGreenwic hSquare ..",1,0,0
05 Charlton pines,1,0,0
Update: staying with friends. Childcare options discussed,0,0,0
No fixed aboed,0,0,0
"Room 91B, 453D jvy Grove",1,0,0
In supported accommodation,0,1,0
update: sofa surfing. childcare options discussed,0,0,0
68 Harris rue,1,0,0
Meeting at Citizens Advice; NFA.,0,0,0
No safeguarding concerns disclosed. alcohol support group; support worker updated,0,0,0
"FLAT 251B, 921D GRENWICH TERRACE",1,0,0
Please advise,0,0,0
Contacted AA for advice re seeking part-time work.,0,0,0
Update: English not first language. Follow-up call booked,0,0,0
"Studio 140B, 285B Sycamore Row",1,0,0
"31 Harbour House, York Walk",1,0,0
can't keep myself safe tonight,0,0,1
I dont know wot this form is for ..,0,0,0
MARAC referral completed. support plan agreed. no third-party disclosures allowed,0,1,0
Don't feel safe going back,0,1,0
50 Harriet rest,1,0,0
Update: CV updated. Childcare options discussed,0,0,0
I’m being stalken and flolowed,0,0,1
Flat 3,1,0,0
"I'M A Risk To Myself, Pease Conbact Me Asap !!",0,0,1
Update: housing application in progress. Provided job search support,0,0,0
I’m 17 and stuck with people who scare me,0,0,1
im lokced out and the perosn imsid is ivolent,0,0,1
Currently in temporary accommodation; no third-party disclosures allowed.,0,1,0
i need emergency accommodation tonight ..,0,0,1
193D REGENT CRjSCENT,1,0,0
FLAT 259n 497D ANGEL GATE,1,0,0
police report filed. awaiting housing allocation. use alternate phone for contact,0,1,0
Ref #80Q7TW see attached,0,0,0
331d lavender mws ...,1,0,0
40C Penny Lane,1,0,0
Contacted Jobcentre for advic ere training course booked.,0,0,0
"rose cottae, bridge court",1,0,0
301A MAPLE ROAD,1,0,0
Flat 22,1,0,0
"FLAT 50B, 51B ESSEX CLOSE",1,0,0
Kids Are In phe House And I'M WorrfedA bout Their Syfety ?,0,0,1
UPDATE: INTERVIEW SCHEDULED. AWAITING DOCUMENTS,0,0,0
"lat 135, 34C Greenwiph Street. Nned Urgnt Help at This Address",1,0,1
I NEED A SAFE PLACE URGENTLY ...,0,0,1
"oe cottage, york court",1,0,0
73B Peckham Court,1,0,0
Currently in temporary accommodation; no third-party disclosures allowed.; DV,0,1,0
i needa safe pace urgently,0,0,1
liaising with social worker. children's services aware. keep address confidential,0,1,0
Police involved; restraining order in progress. do not disclose details to previous partner,0,1,0
Contacted Jobcentre for advice re training course booked.,0,0,0
Moved to women's refuge. Safety plan with IDVA in place; no third-party disclosures allowed,0,1,0
"I was assaulted yesterday, i need to talk",0,0,1
117 Cornwall Close,1,0,0
"CORNER HOUSE, BLOMSBURY SQURE !",1,0,0
Moved to sanctuary scheme (staying put). safety plan with idva in place; keep address confidential; idva support,0,1,0
"Room 35, Holborn House, Plane Road",1,0,0
Beyond the Streets support worker present; police report filed. keep address confidential,0,1,0
I Need A Safe Plane Urgentky,0,0,1
prefer aot to say,0,0,0
Meeting at IAPT; staying with friends.,0,0,0
This is gibberrish blah blah,0,0,0
Update: childcare support needed. Will review in 2 weeks,0,0,0
SOMElNE THREATNEED ME AND I'M AFRAID TO LEAVEqTHE HOUSE ?,0,0,1
Seeking advice about next steps,0,1,0
"roo 268a,s507d greenwich crescent",1,0,0
Studio 41y,1,0,0
"my child is scared and cryiwg, we need help",0,0,1
Meeting at Citizens Advice; bus fares.; support worker updated,0,0,0
Contacted ESOL provider for adivce re NFA.,0,0,0
715B Greunwich Grove ?,1,0,0
Meeting at Jobcentre; childcare support needed.,0,0,0
Discussed English not first language; next steps agreed.,0,0,0
"Corner House, Kensngton Squre",1,0,0
0 Hollie meadows,1,0,0
Moved to safe accommodation. Safety plan with IDVA in place; no third-party disclosures allowed; domestic abuse,0,1,0
621C STRANDL AtE. fEE DURGENT HELP AT THIS DqDRESS,1,0,1
"Studio 298, 857D Beech ialk ..",1,0,0
Meetign at IAPT; sofa surfing.,0,0,0
"Rose Cottage, Holly Avenue",1,0,0
Police involved; non-molestation order in progress. use alternate phone for contact,0,1,0
Moved to sanctuary scheme (staying put). Safety plan with IDVA in place; do not disclose details to previous partner; MARAC referral,0,1,0
"I'M HVING A PANIC ATTACK, ALONE AT HOME !",0,0,1
i don't feel safe right now,0,0,1
Awaiting housing allocation; awaiting lock changes under sanctuary scheme; do not disclose details to previous partner; fled address,0,1,0
Women's Aid support worker present; MARAC referral completed. do not disclose details to previous partner; do not disclose details to previous partner,0,1,0
Discussed bu sfares; next steps agreed.,0,0,0
Mankind Initiative support worker present; awaiting lock changes under sanctuary scheme. no third-party disclosures allowed; crime reference provided,0,1,0
support plan agreed. MARAC referral submitted; keep address confidential,0,1,0
CAN'T KEEP MYSELF SFE TONIGHT,0,0,1
Same as before,0,0,0
821b Poplar Avenue,1,0,0
Someone followed me but turned out to be coincidence,0,0,0
"studio 172a, 281c willow gate",1,0,0
"Studio 53C, 306 Ivy Court ?",1,0,0
"Hillcrest, Birch kvrrace",1,0,0
No safeguarding concerns disclosed. English not first language,0,0,0
Meeting at Jobcentre; bus fares.,0,0,0
Discussed staying with friends; next steps agreed.,0,0,0
"FLAT 132B, 634B VICTORIA COURT",1,0,0
"Pirmrose House, Ash poad",1,0,0
kds are in the house anb i'm worried about thri safety,0,0,1
Update: interview scheduled. awaiting documents,0,0,0
staying with friend temporarily; changing bank details and phone number; no third-party disclosures allowed,0,1,0
"Room 20, Wycliffe Hall, Ealing Terrace",1,0,0
I Don'T Feel Safe Rgiht Now,0,0,1
284A Kensington Place,1,0,0
not safe at home right now,0,1,0
"i was forced to leave, all belongings inside",0,0,1
i feel lki imight hurt mysefl,0,0,1
EDAC support worker present; MARAC referral completed. avoid in-person appointments where possible,0,1,0
"i'm hbving a panc attack, alone ath ome",0,0,1
I think im having a breakdown,0,0,1
Scared of his reactions,0,1,0
Police involved; restraining order in progress. keep address confidential; MARAC referral,0,1,0
"Studio 200A, 561B Viytroia View. I'M In Danger At This Location",1,0,1
"Springfield, Cambridge Gate",1,0,0
police report filed. risk assessed as medium. avoid in-person appointments where possible; address confidential,0,1,0
RISK ASSESSED AS MEDIUM. MARAC REFERRAL SUBMITTED; AVOID IN-PERSON APPOINTMENTS WHERE POSSIBLE; DOMESTIC ABUSE,0,1,0
Discussed fit noet provided; next steps agreed.,0,0,0
he controls what I wear,0,1,0
219abirch vtew ...,1,0,0
Someone Threatene dMe undI'M Afraid To Levae TheHtouse,0,0,1
i fehl like i might hurt mself,0,0,1
i don't feel safe rigtj now ?,0,0,1
as per last email,0,0,0
"Corner House ,Lavender Crescent ?",1,0,0
"ROO 6C, 933D ELM CRESCENT",1,0,0
Can't continue like this,0,1,0
i need a safe place urgently,0,0,1
Discussed ESOL classes; next steps agreed.; support worker updated,0,0,0
874C Oak Mews,1,0,0
changing bank details and phone number. staying with friend temporarily. avoid in-person appointments where possible; domestic abuse,0,1,0
No safeguarding concerns disclosed. staying with friends,0,0,0
171C Sycamore Square,1,0,0
"roomz58, 387n iyvterrace. i'min danger at this location",1,0,1
I'M I nCrisis And Don'T Know What To Do,0,0,1
i don't feel safe right now !,0,0,1
123 Deptford Crescent,1,0,0
642 Joanna shoal,1,0,0
Currently in sanctuary scheme (staying put); use alternate phone for contact.; harassment from ex-partner,0,1,0
Police involved; non-molestation order in progress. avoid in-person appointments where possible; threats received,0,1,0
MOVED TO TEMPORARY ACCOMMDOATION. SAFETY PLAN WITH IDVA IN PLACE; KEEP ADDRESS CONFIDENTIAL; SAFE ACCOMMODATION,0,1,0
"HILLCREST, RGENEICH ROAD",1,0,0
use alternate phone for contact. Working with Harbour; children's services aware.,0,1,0
Planning exit strategy,0,1,0
Flat 1,1,0,0
i am scared of going back home tonight.,0,0,1
can't keep myself safe tonight,0,0,1
60C Rose Row,1,0,0
"Room 206, 476 Oxford Row",1,0,0
Sleepign Rough And It'S Freezing ...,0,0,1
partner makes me feel worthless,0,1,0
awaiting housing allocation; no contact with ex-partner; use alternate phone for contact; do not disclose details to previous partner,0,1,0
249A Bridge Terrace,1,0,0
Women's Aid support worker present; changing bank details and phone number. do not disclose details to previous partner,0,1,0
discussed training course booked; next steps agreed.; support worker updated,0,0,0
"Wayside, Bridge Grove",1,0,0
Police involved; restraining order in progress. no third-party disclosures allowed; non-molestation order,0,1,0
contacted jobcentre for advice re cv updated.,0,0,0
I Think d Might Hurt Soreone If This Continues,0,0,1
Update: training course booked. Referred to budgeting workshop; support worker updated,0,0,0
meeting at aa; housing application in progress.; support worker updated,0,0,0
do not disclose details to previous partner. Working with Harbour; risk assessed as medium.,0,1,0
scared he'll escalate,0,1,0
Do not disclose details to previous partner; sanctuary scheme,0,1,0
"Rase Cottage, Greenwich klk",1,0,0
Afraid for my safety,0,1,0
"I'M HAVING A PsNIC TTACK, ALON EATH OME ?",0,0,1
"PRIMROEStHOUSE, GREENWICH LANE",1,0,0
Need to get myself and kids somewhere safe,0,1,0
"primrose houes, cbdar road.nee durgent help at this address",1,0,1
"i was forced to leve, all bleongings insde.",0,0,1
Contacted Citizens Advice for advice re interview scheduled.,0,0,0
Mankind Initiative support worker present; MARAC referral completed. use alternate phone for contact,0,1,0
"Flat 105, Sycamore Lane",1,0,0
Soeone Threatened Me And I'M Afrai To Leave The House,0,0,1
Moved to sanctuary scheme (staying put). Safety plan with IDVA in place; use alternate phone for contact,0,1,0
Update: CV updated. Provided job search support,0,0,0
Contacted Shelter for advice re housing application in progress.,0,0,0
179B York Court,1,0,0
"om 105C, 413B Essex Crsecent.Please Send Help Here",1,0,1
I Think I Might Hurt Someone If This Continue,0,0,1
673C CEDAR TERARC !!,1,0,0
Sleeping Rough And It'SqFreejing ..,0,0,1
I Think I Mipht Hurt Smeone If bhis Continues,0,0,1
"FLAT 10i, 288 QUEEN VIEW. NEED URGENT HELP AT THIS ADDRESS",1,0,1
Contacted Citizens Advice for advice re English not first language.,0,0,0
none,0,0,0
I DON'o FEEL SAFE RIwHT NOW ..,0,0,1
789C HABOUR CLOSE ..,1,0,0
"I'M A RISK TO MYSELF,PLEASE CONTACT ME ASAP ..",0,0,1
"Wayside, Baker Grove",1,0,0
No safeguarding concerns disclosed. CV updated,0,0,0
"ROOM 83C, 915B ANGEL LCOSE !!",1,0,0
im' in crisis axd don't know what to do ...,0,0,1
"TUSDO 193, 572 DSuCAMORE WALK !",1,0,0
"Room 11b, 455 Oxford Road",1,0,0
can't keep myself safet onight,0,0,1
Contacted Jobcentre for advice res taying with friends.; support worker updated,0,0,0
"Studio 66a, 4f7B Angel Terrace",1,0,0
I'm in crisis and dont know what to do.,0,0,1
Police involved; non-molestation order in progress. do not disclose details to previous partner,0,1,0
I THINK I MIGHT HURT SOMEONE IF THIS CONTINUES !,0,0,1
682 Watson track,1,0,0
"The Old Forge, Saview iwe",1,0,0
"there was violence last night, i need support",0,0,1
Moved to sanctuary scheme (staying put). Safety plan with IDVA in place; no third-party disclosures allowed; coercive control,0,1,0
No safeguarding conecrns disclosed. seeking part-time work,0,0,0
Training course on safeguarding at work,0,0,0
"My partner took my money and id, trapped",0,0,1
"room 229c, 478d warwik close !!",1,0,0
Mankind Initiative support worker present; no contact with ex-partner. avoid in-person appointments where possible; IDVA support,0,1,0
awaiting housing allocation; MARAC referral completed; no third-party disclosures allowed,0,1,0
I'M IN CRISIS AND DON'T KNOW WHAT T ODO !,0,0,1
907 BVictoria Row,1,0,0
"there was violence lat night, i nede spuport",0,0,1
No fixed abdoe,0,0,0
sleeping rough and it's freezing,0,0,1
Previous partner was controlling but left safely,0,0,0
staying with friend temporarily. MARAC referral submitted; avoid in-person appointments where possible; perpetrator,0,1,0
I EED A SAFE PLACE URGENTLY,0,0,1
2 Barrett ways,1,0,0
AA,0,0,0
Moved to temporary accommodation. Safety plan with IDVA in place; avoid in-person appointments where possible,0,1,0
i think i migt hurt someone if this contnues,0,0,1
I NEEDA  SAFE PLCE URGENTLY,0,0,1
Do not disclose details to previous partner,0,1,0
"Studio 2hA, 87 Portland Terrace ...",1,0,0
CONTACTED PROBATION FOR ADVICE RE WORK CAPABILITY ASSESSMENT.,0,0,0
support plan agreed; changing bank details and phone number; keep address confidential; domestic violence,0,1,0
515z Cambridge Lane. need urgen thelz at this address,1,0,1
I FEEL LIK EI MIGHT HURT MYSELF,0,0,1
please call me back later,0,0,0
"ctudio 26, 473B Greenwich Avenue",1,0,0
NO FIXED ABODE; SUPPORT WORKER UPDATED,0,0,0
refuge support worker present; no contact with ex-partner. do not disclose details to previous partner,0,1,0
awaiting housing allocation. MARAC referral submitted; do not disclose details to previous partner; domestic abuse,0,1,0
keep address confidential. Working with Mankind Initiative; staying with friend temporarily.,0,1,0
"the hld foge, as walk",1,0,0
Currently in sanctuary scheme (staying put); avoid in-person appointments where possible.,0,1,0
Update: CV updated. Provided job search support; support worker updated,0,0,0
he said he will hurt me if i tell anyone,0,0,1
CAN'T EdEP MSEFe SAFE TONIGHT,0,0,1
Update: alcohol support group. Will review in 2 weeks,0,0,0
can't keep myself safe tonight,0,0,1
Studio 04X,1,0,0
meeting IDVA next week. awaiting housing allocation. use alternate phone for contact; domestic violence,0,1,0
i rhink i might hurt someone if ths ontinuds ?,0,0,1
"cant ay this moxth, sortiqg it.",0,0,0
"I'M A Risk To Myself, Pelasq Conatct Me Asap",0,0,1
Requested address to be kept off all letters. support plan agreed. no third-party disclosures allowed,0,1,0
Contacted ESOL provider for advice re bus fares. ;support worker updated,0,0,0
524 Jones highway,1,0,0
I’m homeless tonight and it’s ferezing,0,0,1
caw'tk eep myself safe tonight,0,0,1
"FLAT 64, 877B ROSEL ANE",1,0,0
Update: work capability assessment. Awaiting documents,0,0,0
Meeting at ESOL provider; sofa surfing.; support worker updated,0,0,0
"Flat 98a, Bloomsbury Lane",1,0,0
50 bker square !,1,0,0
Contacetd Jobcentre for advice re training course booked.,0,0,0
Contacted AA for advice re ESOL classes.,0,0,0
Moved to women's refuge. Safety plan with IDVA in place; avoid in-person appointments where possible,0,1,0
I NbED EMERGENCY ACCOMMODATIO NTONGHT !,0,0,1
34 Penny Terrace,1,0,0
keep address confidential. Working with Women's Aid; support plan agreed.; emergency accommodation,0,1,0
Working late shift tonight ..,0,0,0
"CORNER HOUSE ,ANEGL RO",1,0,0
"i'm a risk to myself, please contact me asap",0,0,1
Currently in temporary accommodation; use alternate phone for contact.; IDVA support,0,1,0
Currently in sanctuary scheme (staying put); keep address confidential.; crime refeernce provided,0,1,0
Police involved; non-molestaiton order in progress. avoid in-person appointments where possible; MARAC referral,0,1,0
i fl like ixmight hurt yself ?,0,0,1
support plan agreed. MARAC referral submitted; keep address confidential; domestic violence,0,1,0
i'm in crisis and don't know what to do,0,0,1
i feel likeqi might hurt mself,0,0,1
he smashed things when angry,0,1,0
Staying with friend temporarily after incident,0,1,0
i'm in crisis and don't know what to do !!,0,0,1
Studio 52,1,0,0
Situation spiraling,0,1,0
Discussed training course booked; next steps agreed.,0,0,0
Meeting at Probation; UC claim.; support worker updated,0,0,0
Currently in safe accommodation; avoid in-person appointments where possible.,0,1,0
DISCUSSED BUS FARES; NEXT STEPS AGREED.; USPPORT WORKER UPDATED,0,0,0
Contacted IAPT for advice re English not first language.; support worker updated,0,0,0
not allowed to see my family anymore,0,1,0
8 Woodward brook,1,0,0
can't keepmyself safa tonigth ?,0,0,1
"I hear voices telling me to hurt others, need help",0,0,1
Police involved; non-molestation order in progress. keep address confidential,0,1,0
avoid in-person appointments where possible. Working with Harbour; staying with friend temporarily.; do not disclose details to previous partner,0,1,0
"i'z having a panic attack, alone at hope",0,0,1
cant type proper tody stz,0,0,0
390C STRAND STREET,1,0,0
"STUDIO 214A, 357C MAPLE GOVE. I'M IN DANGER AT THIS LOCATION ...",1,0,1
Update: bus fares. Provided job search support,0,0,0
RISK ASSESSED AS HIGH; MARAC REFERRAL COMPLETED; AVOID IN-PERSON APPOINTMENTS WHERE POSSIBLE,0,1,0
762 VICTORIA COURT,1,0,0
i need emregency accommodation tonight,0,0,1
kids are in the house and i'm worrieda bout theri safety,0,0,1
"cant brethe, anil yttack, alone at hoem",0,0,1
i feel like w might hurt myself ..,0,0,1
Update: CV updated. Follow-up call booked,0,0,0
979D BEECH AVENUE. PLEASE EjND HELP HERE,1,0,1
Currently in safe accommodation; no third-party disclosures allowed.,0,1,0
70A Holly Square,1,0,0
"Prefer emai, phne is off.",0,0,0
Contacted Care Leavers Team for advice re ESOL classes.,0,0,0
"Room 3A, 14 Popar Gake",1,0,0
Refuge support worker present; meeting IDVA next week. keep address confidential,0,1,0
neighbour threatened to smash my door in!,0,0,1
I Feel Like I Might Hurt Myelf,0,0,1
Meeting at care leavers team; childcare support needed.,0,0,0
"studio 159, 716 kenaington mes ...",1,0,0
KIDS ARE INoTHE HOUSE AND I'M WORRED BAOUT HEIR SFETY,0,0,1
"Flat 39, Victoria Row",1,0,0
Contacted Jobcentre for advice re sofa surfing.; support worker updated,0,0,0
Someone Threatened Me And I'M Afraid To Leave The House !!,0,0,1
cant type proper today soz,0,0,0
i dont' feel safe right now,0,0,1
Update: bus fares. Provided job search support; support workre updated,0,0,0
I Need Emergency ccommodation Tonight,0,0,1
keep address confidential. Working with Beyond the Streets; risk assessed as medium.,0,1,0
Contacted ESOL provider for advice re sofa surfing.,0,0,0
Wcere do I uxload docments,0,0,0
"Flta 139a, 325D Peckahm Row ?",1,0,0
No safeguarding concerns disclosed. childcare support needed,0,0,0
8x5 ivy avpnue,1,0,0
Situation at home not sustainable,0,1,0
"I'm bieg watched and clntrolled, plelse help",0,0,1
Moved to temporary accommodation. Safety plan with IDVA in place; use atlernate phone for contact; address confidential,0,1,0
"cornerh ouse, maple terrace",1,0,0
use alternate phone for contact. Working with Beyond the Streets; awaiting housing allocation.,0,1,0
7 Lee meadows,1,0,0
Beyond the streets support worker present; liaising with social worker. no third-party disclosures allowed,0,1,0
"Fla 95B, 441 Regent Lane",1,0,0
Sofa surfing,0,0,0
Update: training course booked. Childcare options discussed,0,0,0
"CORNEw HOUSE, ELMV IEW",1,0,0
Studio 54k,1,0,0
Contacted Citizens Advice for advice re U Cclaim.; support worker updated,0,0,0
Banana pancake recpie plz,0,0,0
"Room 1, 184CtQueen Mews",1,0,0
3 Gavin forges,1,0,0
Cant type proper today soz ..,0,0,0
"Flat 47, 502B Bakr eate",1,0,0
172A Station Square,1,0,0
Meeting at AA; work capability assessment.; support worker updated,0,0,0
Currently in safe accommodation; use alternate pohne for contact.,0,1,0
"cant breathe, panic attack, alone at home ...",0,0,1
i'm ni crisis and don't know what to do,0,0,1
kIDS ARE IN THE HOUSE AND I'M WORRIED rBOUT THEIR SAFETY,0,0,1
"FLAT 72C, 89 ESSEX GATE",1,0,0
"Studio 115A, 376A Sycamore Crescent",1,0,0
872 Pine Close,1,0,0
SLEEPING ROUGH AND IT'S FREEZING ...,0,0,1
Beyond the streets support worker present; no contact with ex-partner. avoid in-person appointments where possible,0,1,0
Contacted Shelter for advice re seeking part-time work.,0,0,0
I'M IN CRISIS ADDON'T KNOWeWHAT TO DO,0,0,1
"My child is scared and crying, we need help ...",0,0,1
Meeting solicitor about divorce proceedings,0,0,0
i leed a safe place urgently,0,0,1
Update: sofa surfing. provided job search support,0,0,0
Bs was lane again.,0,0,0
Need someone to talk to about home situation,0,1,0
"iv ycottage,dseaview crescent",1,0,0
Beynod the Streets support worker present; meeting IDVA next week. no third-party disclosures allowed,0,1,0
"i'm having a panic tatack, alon at home",0,0,1
use alternate phone for contact. Working with Refuge; children's services aware.,0,1,0
87 King rapids,1,0,0
071b beezh view,1,0,0
Studio 8bf 297 Detpford Mews. ylease send help here,1,0,1
Someone Threatened Me And I'M Afraid TooLeave The House,0,0,1
kids are in the house and i'm woried abouutheir safety ..,0,0,1
Flat 68,1,0,0
awaiting lock changes under sanctuary scheme. support plan agreed. avoid in-person appointments where possible,0,1,0
iafee llike i might hur tmyslf,0,0,1
awaiting housing allocation. MARAC referral submitted; do not disclose details to previous partner,0,1,0
I'M A RISK TO MYSELx PLEASE COyTACT ME ASAP ...,0,0,1
form keeps crashing on ipad,0,0,0
Moved to safe accommodation. Safety plan with IDVA in place; avoid in-person appointments where possible,0,1,0
no third-party disclosures allowed. Working with Hestia; children's services aware.,0,1,0
Galop support worker present; MARAC referral completed. no third-party disclosures allowed,0,1,0
IDVA visited our office for staff training,0,0,0
I THINK I MIGHT HRUT SOMEONE IF THIS CONTINUES,0,0,1
6 Patel orchard,1,0,0
no third-party disclosures allowed. Working with Refuge; support plan agreed.; DV,0,1,0
"Flat 34, c787B Holly Aveqeu. i'm ind anger at this locatijn",1,0,1
"there was violnec als night, i need spgort",0,0,1
1 Watson ferry,1,0,0
Update: esol classes. follow-up call booked,0,0,0
no contcat with ex-partner. support plan agreed. no third-party disclosures allowed,0,1,0
"Rose Cottae, Ivy Walk",1,0,0
I'M IN CRISIS AND DON'T KNO WWHAT TO DO,0,0,1
Flat 60z,1,0,0
support plan agreed; requested address to be kept off all letters; use alternate phone for contact,0,1,0
Meeting at IAPT; work capability assessment.,0,0,0
i thigk i ight hrut someon eif this contineus ..,0,0,1
I FEEL LIKE I MIGHT HURT YMSELF,0,0,1
Contacted ESOL provider for advice re interview scheduled.,0,0,0
im locked out and the person inside is violent,0,0,1
meeting at iapt; cv updated.,0,0,0
Update: fit note provided. referred to budgeting workshop,0,0,0
Discussed childcare support needed; next steps agreed.; support worker updated,0,0,0
"primrose hous,e cedar street",1,0,0
Saw news about domestic violence awareness campaign,0,0,0
Refuge support worker present; liaising with social worker. avoid in-person appointments where possible,0,1,0
7g6a albert grove ...,1,0,0
367 CAMrRIDGE CRESCENT. NEED URGENT HErP AT THIS ADDRSES !!,1,0,1
Moved to temporary accommodation. Safety plan with IDVA in place; avoid in-person appointments where possible; restraining order,0,1,0
we had a fight and he broke my phone,0,1,0
"This is a tesn uesasge, ignore pls",0,0,0
"I'M A Risk To Myself, Pleas Contatc Me Asap ...",0,0,1
No safeguarding concerns disclosed. NFA,0,0,0
"Rose Cottage, Quene Grove",1,0,0
"STUDIO 277C, 864D SlRAD GATE ..",1,0,0
no safeguarding concerns disclosed. fit note provided,0,0,0
3 Nicola isle,1,0,0
keep address confidential. Working with Hestia; risk assessed as high.,0,1,0
he destroys things I care about,0,1,0
"Flat 38b, Portland Road",1,0,0
here do I upload dtcmebts,0,0,0
children's services aware. MARAC referral submitted; no third-party disclosures allowed; address confidential,0,1,0
someone threatened me anp i'm afrakd to leave the house,0,0,1
Meeting at ESOL provider; alcohol support group.; support worker updated,0,0,0
Documenting incidents for future reference,0,1,0
No safeguarding concerns disclosed. housing application in progress,0,0,0
Studio 11,1,0,0
I Don'T Feel Safe RightNw ...,0,0,1
I Need A Safe Place Urgently,0,0,1
Contacted IAPT for advice re interview scheduled.; support worker updated,0,0,0
i'm in crisis and don't know what to do !,0,0,1
i think i might hurt someone if this continues,0,0,1
Watching crime documentary about violence,0,0,0
partner prevents me leaving house,0,1,0
avoid in-person appointments where possible. working with beyond thes treets; risk assessed as high.; address confidential,0,1,0
74 Castle Terrace,1,0,0
"Room 251a, 372A Cdar Court !",1,0,0
Update: training course booked. Provided job search support,0,0,0
I'll email later today,0,0,0
Studko 76ch 699B Regvnt Row,1,0,0
Flat 160As 503 Victoria Grove ..,1,0,0
Police visited building for unrelated matter,0,0,0
i don't feel safe right no,0,0,1
he says it's my fault he gets angry,0,1,0
24a bridge view,1,0,0
"ROOM 261B, 858C IPNE CLOSE",1,0,0
keep address confidential. Working with Women's Aid; children's services aware.; safe accommodation,0,1,0
Galop support worker present; police report filed. avoid in-person appointments where possible,0,1,0
I DONT' FEEL SAFE RIGHT NOW,0,0,1
i dont know wot this form is for,0,0,0
Things worse when he's been drinking,0,1,0
argument turned violent need help,0,1,0
risk assessed as medium. MARAC referral submitted; keep address confidential,0,1,0
Moved to safe accommodation. Safety plan with IDVA in place; do not disclose details to previous partner,0,1,0
he's unpredictable and frightening,0,1,0
Uploaded my docs already,0,0,0
eMeting at Citizens Advice; CV updated.; support worker updated,0,0,0
Studio 4,1,0,0
"I'M A RISK TOM YSELF, PLEASE CONTACT ME ASAP ...",0,0,1
I'll mali laetr tvday,0,0,0
"springfiel,d elm view",1,0,0
orm keeps darshing on ipad,0,0,0
Reading article on relationship counseling,0,0,0
"WAYSIDE,HOLLY AVENUE",1,0,0
Partner raised voice during disagreement,0,0,0
Contacted ESOL provider for advice re ESOL classes.,0,0,0
risk assessed as high. MARAC referral submitted; keep address confidential; crime reference provided,0,1,0
no third-party disclosures allowed. Working with Hestia; ris kassessed as high.,0,1,0
"We have no food and no money, crisis now",0,0,1
"i'm being watched and controlled, please help",0,0,1
EDAC support worker present; police report filed. no third-party disclosures allowed; non-molestation order,0,1,0
"Studio 151a, 841D Primrose Cout",1,0,0
SLEEPING ROUGH AN IT'S FREZtING ?,0,0,1
Beyond the Streets support worker present; MARAC referral completed. avoid in-person appointments where possible; fled address,0,1,0
I am frightened he will come back tonight,0,0,1
Meeting at Probation; staying with friends.,0,0,0
risk assessed as medium; liaising with social worker; use alternate phone for contact,0,1,0
meeting at jobcentre; english not first language.,0,0,0
Anxiety about bumping into ex in public,0,0,0
Update: alcohol support group. will review in 2 weeks,0,0,0
8 Malcolm trace,1,0,0
DO NOT DISCLOSE DETAILS TO PREVIOUS PARTNER,0,1,0
Someone Threateted Me Anj I'M Afraid To Leave The Houes,0,0,1
Attended workshop on healthy relationships,0,0,0
I Feel LikeI  Might Hurt Myself ...,0,0,1
use alternate phone for contact. Working with Harbour; awaiting housing allocation.; police involved,0,1,0
i feel lkie i migth hurt myself,0,0,1
Update: UC claim. Referred to budgeting workshop,0,0,0
Ex-partner keeps texting about shared bills,0,0,0
